text,rating,label
great batteries keep hand around house theres nothing really fancy theyre basic work mulitpacks affordable much ones usually buy seem work effectively less expensive saved trip store winwin,5,2
son really enjoys first tablethe 4 problem learning use,4,2
needed,5,2
good price delivery,5,2
tablet choices buy children cant beat price durability,5,2
purchased replace one bought brother august physical damage time bought extended warranty issues claims far,5,2
fire hd8 tablet easy fun use take everywhere love easier see cell phone old eyes,5,2
son loves tablet proudly proclaims everyone meets check cool tablet especially loves freetime app,5,2
box 12 batteries 4 worked 2 months 8 work total waste money,1,0
brought grandmother really loves,4,2
batteries cheap,5,2
meh works find difficult navigate also ipad mini seems less intuitive ipad,3,1
good beginners although need google account credit card start reading purposes,3,1
got everything,5,2
like fire tablet feel going camera better camera internet works find takes load read book prefer use original paper white read lighting including outside price good product,3,1
3rd amazon fire battery life outstanding really nice reading book worry battery nice size,4,2
tablet quite durable pink vibrant easy little fingers hold granddaughter loves,4,2
bought tablet daughter loves love,5,2
teens needed something could use read favorite books watch movies edit photos catch friends social media kindle fire 7 tablet covered great price,5,2
great deal price,5,2
ive lots tablets past mostly samsung line first amazon fire want write review others never tried one time written alexa added tabletfirst device runs android type operating system amazon puts spin operating system dont feel like im using android feels different doesnt level customization android users come appreciate said amazon prime member device tailored content entertainment machine simply fun way consume magazines books etcthere 3 onscreen buttons bottom device middle button immediately takes home screen button left acts sort back button also lets get rid keyboard dont need screen open button right super important took couple days realize square shaped button press see apps open lets switch apps also lets see apps open close close pressing x button corner window appears touching app window swiping right leave apps open never close youll drain battery make sure use little square button clear appsthe device several menus swipe left view first start home screen literally stay screen anything need tablet apps housed swipe view tablet comes several apps preinstalled slik amazons internet browser audible good reads amazon app store weather app etc go amazon app store download apps twitter facebook etc combine apps page folders drag one app another app folder appears made home screen much manageable change size font home screen normal large small device settings feature doesnt necessarily increase size font within apps however believe changes font main screensif magazine newspaper subscription connected device new issues show top home page screen heading new items device comes free 6 month subscription washington post youll see new items initially activate tabletyou change wallpaper screen use one photos settings menu device want use one photos however need either take device move amazons photos app cloudbased appso far havent found way effectively use different photo management app let change wallpaper im crazy amazon photo app found annoying move photos phone amazons cloud could view tablet said im planning take photos device wanted pet photos ability change wallpaperbeyond home screen swipe right view screen prearranged books videos games shop apps music audiobooks newstand screens connected amazon account example kindle books youve already purchased automatically appear books menu magazines newspaper subscriptions appear newstand menu doesnt seem way change order menu pages bugs end world theres also one menu left home menu recent page shows youve received looked tablet never use might handy peopleone favorite features tablet amazons deck capability youre amazon prime member amazon periodically download video device thinks might like items dont count preinstalled memory automatically deleted memory starts getting full turn deck feature dont like ive content video playback capability isnt major use device images look fine audio ok ill talk speakers later favorite feature tablet viewing magazine content newstand ive tried 3 magazines look gorgeous always magazines im stuck airport doctors office always one regular magazines includes free digital version magazine free connect account device allows download back issues magazine long ive account magazine didnt include digital edition canceled print edition switched digital version inexpensive magazine anyway several magazines try free 30 days device third magazine decided keep year viewing magazines gadget pleasurethe kindle fire doesnt come google play store installed side load device without rooting breaking warranty google find instructions difficult youre fairly comfortable technology probably took 10 minutes apps wanted amazon store handful paid google play way could go back access store worked fine far despise keyboard amazon preinstalled device lines letters keyboard suppose designed better swyping keys hate fixed problem going google play downloading new keyboard pretty easy problem solve cant complainapps connecting internet little slow load device compared gadgets generally doesnt bother using tablet replace personal laptop however might drive crazy screen device isnt bad compare fancy phone shape think price device compared smartphone screen outstandingthe speakers ok two located bottom screen wont say fantastic arent opinion fine watching youtube television show ok listening music audiophile make little better downloading different music app instead relying preinstall app still music sound tinny said always connect tablet bluetooth speaker use pair headphones etcthis device wasnt made taking pictures front back camera arent designed spectacular im using themi find device little difficult hold hands think thats partly size partly feels slick also hand problems similar someone carpal tunnel syndrome think easier handle case arrives im still waiting im greatly enjoying device simply fun use tablet weaknesses come lower price tag legitimately get lot bang buck particularly regularly use amazon services dont typically use amazon looking tablet viewing internet youre looking low price tag device may ok,4,2
